"","X","SSB_MSY_om","TotYield_MSY_om","SSB_Unfished_om","depletion_om","params_on_bound_om","NatM_p_1_Fem_GP_1_om","L_at_Amin_Fem_GP_1_om","L_at_Amax_Fem_GP_1_om","VonBert_K_Fem_GP_1_om","CV_young_Fem_GP_1_om","CV_old_Fem_GP_1_om","Wtlen_1_Fem_om","Wtlen_2_Fem_om","Mat50._Fem_om","Mat_slope_Fem_om","Eggs.kg_inter_Fem_om","Eggs.kg_slope_wt_Fem_om","RecrDist_GP_1_om","RecrDist_Area_1_om","RecrDist_Seas_1_om","CohortGrowDev_om","SR_LN_R0_om","SR_BH_steep_om","SR_sigmaR_om","SR_envlink_om","SR_R1_offset_om","SR_autocorr_om","InitF_1Fishery_om","LnQ_base_1_Fishery_om","LnQ_base_2_Survey_om","LnQ_base_3_CPUE_om","SizeSel_1P_1_Fishery_om","SizeSel_1P_2_Fishery_om","SizeSel_1P_3_Fishery_om","SizeSel_1P_4_Fishery_om","SizeSel_1P_5_Fishery_om","SizeSel_1P_6_Fishery_om","SizeSel_2P_1_Survey_om","SizeSel_2P_2_Survey_om","SizeSel_2P_3_Survey_om","SizeSel_2P_4_Survey_om","SizeSel_2P_5_Survey_om","SizeSel_2P_6_Survey_om","Catch_endyear_om","NLL_TOTAL_om","NLL_Catch_om","NLL_Equil_catch_om","NLL_Survey_om","NLL_Discard_om","NLL_Mean_body_wt_om","NLL_Length_comp_om","NLL_Age_comp_om","NLL_Size_at_age_om","NLL_SizeFreq_om","NLL_Morphcomp_om","NLL_Tag_comp_om","NLL_Tag_negbin_om","NLL_Recruitment_om","NLL_Forecast_Recruitment_om","NLL_Parm_priors_om","NLL_Parm_softbounds_om","NLL_Parm_devs_om","NLL_Crash_Pen_om","SSB_MSY_em","TotYield_MSY_em","SSB_Unfished_em","depletion_em","params_on_bound_em","NatM_p_1_Fem_GP_1_em","L_at_Amin_Fem_GP_1_em","L_at_Amax_Fem_GP_1_em","VonBert_K_Fem_GP_1_em","CV_young_Fem_GP_1_em","CV_old_Fem_GP_1_em","Wtlen_1_Fem_em","Wtlen_2_Fem_em","Mat50._Fem_em","Mat_slope_Fem_em","Eggs.kg_inter_Fem_em","Eggs.kg_slope_wt_Fem_em","RecrDist_GP_1_em","RecrDist_Area_1_em","RecrDist_Seas_1_em","CohortGrowDev_em","SR_LN_R0_em","SR_BH_steep_em","SR_sigmaR_em","SR_envlink_em","SR_R1_offset_em","SR_autocorr_em","InitF_1Fishery_em","LnQ_base_1_Fishery_em","LnQ_base_2_Survey_em","LnQ_base_3_CPUE_em","SizeSel_1P_1_Fishery_em","SizeSel_1P_2_Fishery_em","SizeSel_1P_3_Fishery_em","SizeSel_1P_4_Fishery_em","SizeSel_1P_5_Fishery_em","SizeSel_1P_6_Fishery_em","SizeSel_2P_1_Survey_em","SizeSel_2P_2_Survey_em","SizeSel_2P_3_Survey_em","SizeSel_2P_4_Survey_em","SizeSel_2P_5_Survey_em","SizeSel_2P_6_Survey_em","Catch_endyear_em","NLL_TOTAL_em","NLL_Catch_em","NLL_Equil_catch_em","NLL_Survey_em","NLL_Discard_em","NLL_Mean_body_wt_em","NLL_Length_comp_em","NLL_Age_comp_em","NLL_Size_at_age_em","NLL_SizeFreq_em","NLL_Morphcomp_em","NLL_Tag_comp_em","NLL_Tag_negbin_em","NLL_Recruitment_em","NLL_Forecast_Recruitment_em","NLL_Parm_priors_em","NLL_Parm_softbounds_em","NLL_Parm_devs_em","NLL_Crash_Pen_em","bias1","bias2","bias3","bias4","bias5","bias.converged","bias.tried","scenario","replicate","B","D","E","F","I","species","max_grad","version","RunTime","hessian","ID","SSB_MSY_re","TotYield_MSY_re","SSB_Unfished_re","depletion_re","params_on_bound_re","NatM_p_1_Fem_GP_1_re","L_at_Amin_Fem_GP_1_re","L_at_Amax_Fem_GP_1_re","VonBert_K_Fem_GP_1_re","CV_young_Fem_GP_1_re","CV_old_Fem_GP_1_re","Wtlen_1_Fem_re","Wtlen_2_Fem_re","Mat50._Fem_re","Mat_slope_Fem_re","Eggs.kg_inter_Fem_re","Eggs.kg_slope_wt_Fem_re","RecrDist_GP_1_re","RecrDist_Area_1_re","RecrDist_Seas_1_re","CohortGrowDev_re","SR_LN_R0_re","SR_BH_steep_re","SR_sigmaR_re","SR_envlink_re","SR_R1_offset_re","SR_autocorr_re","InitF_1Fishery_re","LnQ_base_1_Fishery_re","LnQ_base_2_Survey_re","LnQ_base_3_CPUE_re","SizeSel_1P_1_Fishery_re","SizeSel_1P_2_Fishery_re","SizeSel_1P_3_Fishery_re","SizeSel_1P_4_Fishery_re","SizeSel_1P_5_Fishery_re","SizeSel_1P_6_Fishery_re","SizeSel_2P_1_Survey_re","SizeSel_2P_2_Survey_re","SizeSel_2P_3_Survey_re","SizeSel_2P_4_Survey_re","SizeSel_2P_5_Survey_re","SizeSel_2P_6_Survey_re","Catch_endyear_re"
"41",41,1417800000,164206000,4084470000,0.394609337319163,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,121443000,802.529,1.22518e-06,0,-41.8454,NA,NA,328.227,514.734,NA,NA,NA,NA,NA,1.16374,0,0,0,0,0,1581550000,181276000,4552750000,0.357340069188952,0,0.2,20.1434,133.617,0.193509,0.101239,0.10315,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.8014,0.65,0.4,0,0,0,0,0,-0.0198643,0,51.3449,-3,5.17002,15,-999,-999,42.4086,-4,5.33144,14,-99,99,121443000,1792.28,5.565e-13,0,-114.544,NA,NA,1661.12,314.763,NA,NA,NA,NA,NA,-69.1592,0,0.0929822,0.00185964,0,0,NA,NA,NA,NA,NA,NA,NA,"B0-D100-E0-F1-I1-cos",11,"B0","D100","E0","F1","I1","cos",0.0296964,"#V3.24O",0.45,FALSE,"B0-D100-E0-F1-I1-cos-11",0.115495838623219,0.103954788497375,0.114648901815903,-0.0944459864619658,NA,0,0.00716999999999999,0.0122499999999999,-0.0324550000000001,0.0123899999999999,0.0315,0,0,0,0,0,NA,NA,NA,NA,0,0.00542245989304822,0,0,NA,NA,NA,NA,NA,-Inf,NA,0.010726377952756,0,0.013729411764706,0,0,0,0.0145598086124403,0,0.025276923076923,0,0,0,0
"42",42,1417800000,164206000,4084470000,0.39984624688148,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,122626000,804.367,1.73125e-06,0,-41.8454,NA,NA,329.218,515.904,NA,NA,NA,NA,NA,0.841198,0,0,0,0,0,1555910000,179316000,4482690000,0.371596072893731,0,0.2,20.4072,133.143,0.194084,0.0989029,0.101567,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7922,0.65,0.4,0,0,0,0,0,-0.0198522,0,52.4301,-3,5.2685,15,-999,-999,42.5292,-4,5.36139,14,-99,99,122626000,1774.72,5.86531e-13,0,-110.16,NA,NA,1622.48,330.627,NA,NA,NA,NA,NA,-68.3206,0,0.0909552,0.0018191,0,0,NA,NA,NA,NA,NA,NA,NA,"B0-D100-E0-F1-I1-cos",12,"B0","D100","E0","F1","I1","cos",0.00168594,"#V3.24O",0.45,FALSE,"B0-D100-E0-F1-I1-cos-12",0.097411482578643,0.0920185620501078,0.0974961255683112,-0.0706525926104861,NA,0,0.02036,0.00865909090909091,-0.02958,-0.010971,0.01567,0,0,0,0,0,NA,NA,NA,NA,0,0.00493048128342256,0,0,NA,NA,NA,NA,NA,-Inf,NA,0.0320885826771655,0,0.0330392156862747,0,0,0,0.0174449760765552,0,0.0310365384615384,0,0,0,0
"43",43,1417800000,164206000,4084470000,0.392613974395699,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,120499000,802.553,1.71644e-06,0,-41.8454,NA,NA,328.579,514.962,NA,NA,NA,NA,NA,0.606739,0,0,0,0,0,1556490000,182006000,4488280000,0.355176147655672,0,0.2,19.8671,130.084,0.20483,0.096906,0.110259,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.8112,0.65,0.4,0,0,0,0,0,-0.000495899,0,51.3926,-3,5.18514,15,-999,-999,40.5465,-4,4.90408,14,-99,99,120499000,1744.03,7.84145e-13,0,-112.655,NA,NA,1574.91,351.524,NA,NA,NA,NA,NA,-69.8443,0,0.0978897,0.00195779,0,0,NA,NA,NA,NA,NA,NA,NA,"B0-D100-E0-F1-I1-cos",13,"B0","D100","E0","F1","I1","cos",2.80765e-05,"#V3.24O",0.416666666666667,FALSE,"B0-D100-E0-F1-I1-cos-13",0.0978205670757512,0.108400423857837,0.0988647241869814,-0.0953553087295232,NA,0,-0.00664499999999997,-0.0145151515151515,0.02415,-0.03094,0.10259,0,0,0,0,0,NA,NA,NA,NA,0,0.00594652406417113,0,0,NA,NA,NA,NA,NA,-Inf,NA,0.0116653543307087,0,0.0166941176470588,0,0,0,-0.0299880382775119,0,-0.0569076923076923,0,0,0,0
"44",44,1417800000,164206000,4084470000,0.395977935937833,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,121712000,802.996,1.61213e-06,0,-41.8454,NA,NA,328.657,515.126,NA,NA,NA,NA,NA,0.808699,0,0,0,0,0,1558450000,180717000,4491300000,0.363787767461537,0,0.2,20.1351,132.052,0.198836,0.0997707,0.0945771,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.8008,0.65,0.4,0,0,0,0,0,-0.0112832,0,51.7596,-3,5.20628,15,-999,-999,41.4575,-4,5.14952,14,-99,99,121712000,1844.6,6.96917e-13,0,-113.368,NA,NA,1631.73,395.595,NA,NA,NA,NA,NA,-69.455,0,0.0947136,0.00189427,0,0,NA,NA,NA,NA,NA,NA,NA,"B0-D100-E0-F1-I1-cos",14,"B0","D100","E0","F1","I1","cos",0.00179167,"#V3.24O",0.416666666666667,FALSE,"B0-D100-E0-F1-I1-cos-14",0.0992029905487375,0.100550527995323,0.0996041102027925,-0.0812928336526046,NA,0,0.00675500000000007,0.000393939393939337,-0.00581999999999999,-0.00229300000000002,-0.0542290000000001,0,0,0,0,0,NA,NA,NA,NA,0,0.00539037433155078,0,0,NA,NA,NA,NA,NA,-Inf,NA,0.0188897637795276,0,0.0208392156862745,0,0,0,-0.00819377990430608,0,-0.00970769230769237,0,0,0,0
"45",45,1417800000,164206000,4084470000,0.39829402590789,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,121947000,804.474,1.68568e-06,0,-41.8454,NA,NA,329.144,516.249,NA,NA,NA,NA,NA,0.676384,0,0,0,0,0,1573390000,181480000,4530350000,0.353237608573289,0,0.2,20.0886,132.958,0.198294,0.0995187,0.101019,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7892,0.65,0.4,0,0,0,0,0,0.0148031,0,51.066,-3,5.13286,15,-999,-999,43.3178,-4,5.52393,14,-99,99,121947000,1847.71,8.86945e-13,0,-107.605,NA,NA,1685.67,338.936,NA,NA,NA,NA,NA,-69.3823,0,0.0912416,0.00182483,0,0,NA,NA,NA,NA,NA,NA,NA,"B0-D100-E0-F1-I1-cos",15,"B0","D100","E0","F1","I1","cos",0.098807,"#V3.24O",0.416666666666667,FALSE,"B0-D100-E0-F1-I1-cos-15",0.109740442939766,0.105197130433723,0.109164714148959,-0.113123507770164,NA,0,0.00442999999999998,0.00725757575757575,-0.00853000000000007,-0.00481300000000004,0.0101899999999999,0,0,0,0,0,NA,NA,NA,NA,0,0.00477005347593592,0,0,NA,NA,NA,NA,NA,Inf,NA,0.00523622047244105,0,0.00644313725490203,0,0,0,0.036311004784689,0,0.0622942307692307,0,0,0,0
"46",46,1417800000,164206000,4084470000,0.384380348001087,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,117870000,759.15,1.01415e-06,0,-41.8454,NA,NA,286.547,513.389,NA,NA,NA,NA,NA,0.809811,0,0,0,0,0,1564790000,182190000,4516990000,0.352460377375199,0,0.2,21.5044,132.095,0.19565,0.118211,0.102307,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.8018,0.65,0.4,0,0,0,0,0,-0.0111344,0,50.3039,-3,4.90936,15,-999,-999,37.3119,-4,3.51175,14,-99,99,117870000,318.915,7.02864e-13,0,-112.84,NA,NA,166.791,333.609,NA,NA,NA,NA,NA,-68.7597,0,0.112921,0.00225842,0,0,NA,NA,NA,NA,NA,NA,NA,"B0-D100-E0-F1-I2-cos",1,"B0","D100","E0","F1","I2","cos",0.00704909,"#V3.24O",0.416666666666667,FALSE,"B0-D100-E0-F1-I2-cos-1",0.103674707292989,0.109520967565132,0.105893787933318,-0.0830426706044757,NA,0,0.07522,0.000719696969696961,-0.0217500000000001,0.18211,0.0230699999999999,0,0,0,0,0,NA,NA,NA,NA,0,0.00544385026737972,0,0,NA,NA,NA,NA,NA,-Inf,NA,-0.00976574803149603,0,-0.0373803921568626,0,0,0,-0.107370813397129,0,-0.324663461538462,0,0,0,0
"47",47,1417800000,164206000,4084470000,0.386764990316981,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,118693000,760.657,1.4342e-06,0,-41.8454,NA,NA,287.51,513.9,NA,NA,NA,NA,NA,0.843262,0,0,0,0,0,1530740000,178431000,4.415e+09,0.364548131370328,0,0.2,19.8111,130.564,0.20128,0.11509,0.106462,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.8002,0.65,0.4,0,0,0,0,0,-0.0179878,0,49.9813,-3,4.99999,15,-999,-999,41.8578,-4,5.21773,14,-99,99,118693000,337.64,5.64903e-13,0,-111.51,NA,NA,162.14,356.475,NA,NA,NA,NA,NA,-69.5632,0,0.0967665,0.00193533,0,0,NA,NA,NA,NA,NA,NA,NA,"B0-D100-E0-F1-I2-cos",2,"B0","D100","E0","F1","I2","cos",0.00454664,"#V3.24O",0.4,FALSE,"B0-D100-E0-F1-I2-cos-2",0.0796586260403442,0.0866289904144794,0.0809235959622668,-0.0574427869710874,NA,0,-0.00944500000000001,-0.0108787878787879,0.00639999999999988,0.1509,0.06462,0,0,0,0,0,NA,NA,NA,NA,0,0.00535828877005353,0,0,NA,NA,NA,NA,NA,-Inf,NA,-0.0161161417322835,0,-0.0196098039215685,0,0,0,0.00138277511961723,0,0.00340961538461543,0,0,0,0
"48",48,1417800000,164206000,4084470000,0.396328042561214,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,121535000,762.416,1.41238e-06,0,-41.8454,NA,NA,287.971,515.452,NA,NA,NA,NA,NA,0.588077,0,0,0,0,0,1530680000,179084000,4417340000,0.360121702200872,0,0.2,20.6952,130.983,0.201745,0.111851,0.109257,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7801,0.65,0.4,0,0,0,0,0,0.00315994,0,50.314,-3,4.9625,15,-999,-999,35.1565,-4,2.69882,14,-99,99,121535000,285.334,7.60976e-13,0,-110.791,NA,NA,155.996,309.792,NA,NA,NA,NA,NA,-69.788,0,0.122598,0.00245196,0,0,NA,NA,NA,NA,NA,NA,NA,"B0-D100-E0-F1-I2-cos",3,"B0","D100","E0","F1","I2","cos",0.0346545,"#V3.24O",0.45,FALSE,"B0-D100-E0-F1-I2-cos-3",0.0796163069544364,0.0906057025930843,0.0814964977096172,-0.0913544752633795,NA,0,0.03476,-0.00770454545454542,0.00872499999999998,0.11851,0.09257,0,0,0,0,0,NA,NA,NA,NA,0,0.00428342245989313,0,0,NA,NA,NA,NA,NA,Inf,NA,-0.00956692913385821,0,-0.0269607843137254,0,0,0,-0.158935406698565,0,-0.480996153846154,0,0,0,0
"49",49,1417800000,164206000,4084470000,0.388415143213195,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,119244000,763.699,1.69815e-06,0,-41.8454,NA,NA,288.529,516.029,NA,NA,NA,NA,NA,0.735483,0,0,0,0,0,1545780000,180433000,4470980000,0.355327020026929,0,0.2,21.2232,132.758,0.189802,0.155413,0.0947966,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.806,0.65,0.4,0,0,0,0,0,-0.00256458,0,49.3125,-3,4.69806,15,-999,-999,40.7849,-4,4.74387,14,-99,99,119244000,320.034,6.44268e-13,0,-111.216,NA,NA,165.777,334.71,NA,NA,NA,NA,NA,-69.3417,0,0.102316,0.00204632,0,0,NA,NA,NA,NA,NA,NA,NA,"B0-D100-E0-F1-I2-cos",4,"B0","D100","E0","F1","I2","cos",0.0199235,"#V3.24O",0.45,FALSE,"B0-D100-E0-F1-I2-cos-4",0.0902666102412188,0.0988209931427597,0.0946291685334939,-0.0851875210439579,NA,0,0.0611599999999999,0.00574242424242432,-0.0509900000000001,0.55413,-0.0520340000000001,0,0,0,0,0,NA,NA,NA,NA,0,0.00566844919786105,0,0,NA,NA,NA,NA,NA,-Inf,NA,-0.0292814960629921,0,-0.0788117647058823,0,0,0,-0.0242846889952152,0,-0.0877173076923077,0,0,0,0
"50",50,1417800000,164206000,4084470000,0.389056597306382,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,119590000,763.583,1.41683e-06,0,-41.8454,NA,NA,288.448,515.98,NA,NA,NA,NA,NA,0.750332,0,0,0,0,0,1590180000,180944000,4574870000,0.350844942042069,0,0.2,20.7582,134.737,0.189829,0.0931547,0.0906321,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.8018,0.65,0.4,0,0,0,0,0,-0.00706206,0,50.3907,-3,5.00984,15,-999,-999,44.7368,-4,5.74467,14,-99,99,119590000,329.44,6.51416e-13,0,-113.092,NA,NA,137.732,374.482,NA,NA,NA,NA,NA,-69.773,0,0.0894689,0.00178938,0,0,NA,NA,NA,NA,NA,NA,NA,"B0-D100-E0-F1-I2-cos",5,"B0","D100","E0","F1","I2","cos",0.0190795,"#V3.24O",0.4,FALSE,"B0-D100-E0-F1-I2-cos-5",0.12158273381295,0.101932937895083,0.120064537137009,-0.098216186356612,NA,0,0.0379099999999999,0.0207348484848484,-0.0508550000000001,-0.0684530000000001,-0.0936790000000001,0,0,0,0,0,NA,NA,NA,NA,0,0.00544385026737972,0,0,NA,NA,NA,NA,NA,-Inf,NA,-0.00805708661417312,0,-0.017678431372549,0,0,0,0.0702583732057418,0,0.104744230769231,0,0,0,0
"51",51,1417800000,164206000,4084470000,0.397561984786276,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,122019000,764.206,1.55494e-06,0,-41.8454,NA,NA,288.515,516.488,NA,NA,NA,NA,NA,0.799396,0,0,0,0,0,1569270000,181471000,4530670000,0.356492527595256,0,0.2,21.3498,134.371,0.189083,0.146734,0.0829106,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7936,0.65,0.4,0,0,0,0,0,0.00375953,0,48.8668,-3,4.65177,15,-999,-999,42.796,-4,5.1592,14,-99,99,122019000,324.435,8.07199e-13,0,-112.564,NA,NA,153.114,353.55,NA,NA,NA,NA,NA,-69.7659,0,0.0978616,0.00195723,0,0,NA,NA,NA,NA,NA,NA,NA,"B0-D100-E0-F1-I2-cos",6,"B0","D100","E0","F1","I2","cos",0.00808867,"#V3.24O",0.416666666666667,FALSE,"B0-D100-E0-F1-I2-cos-6",0.106834532374101,0.105142321230649,0.109243059687059,-0.103303280400661,NA,0,0.0674899999999999,0.0179621212121213,-0.0545850000000001,0.46734,-0.170894,0,0,0,0,0,NA,NA,NA,NA,0,0.005005347593583,0,0,NA,NA,NA,NA,NA,Inf,NA,-0.0380551181102362,0,-0.0878882352941176,0,0,0,0.0238277511961723,0,-0.00784615384615384,0,0,0,0
"52",52,1417800000,164206000,4084470000,0.377664666407147,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,115846000,758.708,1.1817e-06,0,-41.8454,NA,NA,286.838,512.826,NA,NA,NA,NA,NA,0.638528,0,0,0,0,0,1570890000,178498000,4523360000,0.360238848997206,0,0.2,21.4875,134.583,0.184772,0.10101,0.0890778,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.8131,0.65,0.4,0,0,0,0,0,-0.0543171,0,50.2551,-3,4.95587,15,-999,-999,35.0678,-4,2.65908,14,-99,99,115846000,326.553,4.32071e-13,0,-109.6,NA,NA,156.839,349.215,NA,NA,NA,NA,NA,-70.0262,0,0.123176,0.00246352,0,0,NA,NA,NA,NA,NA,NA,NA,"B0-D100-E0-F1-I2-cos",7,"B0","D100","E0","F1","I2","cos",0.00797316,"#V3.24O",0.483333333333333,FALSE,"B0-D100-E0-F1-I2-cos-7",0.10797714769361,0.0870370144818094,0.107453353801105,-0.0461409789158165,NA,0,0.074375,0.0195681818181818,-0.0761400000000001,0.0101,-0.109222,0,0,0,0,0,NA,NA,NA,NA,0,0.00604812834224595,0,0,NA,NA,NA,NA,NA,-Inf,NA,-0.0107263779527559,0,-0.0282607843137254,0,0,0,-0.161057416267943,0,-0.488638461538462,0,0,0,0
"53",53,1417800000,164206000,4084470000,0.394386542195193,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,120927000,763.618,1.52473e-06,0,-41.8454,NA,NA,288.452,515.909,NA,NA,NA,NA,NA,0.852599,0,0,0,0,0,1548470000,179789000,4469290000,0.358278384262377,0,0.2,21.1323,132.369,0.195006,0.139884,0.0980313,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7902,0.65,0.4,0,0,0,0,0,0.00322527,0,46.5291,-3,4.30437,15,-999,-999,37.4626,-4,3.64044,14,-99,99,120927000,347.828,8.97199e-13,0,-114.005,NA,NA,178.415,352.425,NA,NA,NA,NA,NA,-69.129,0,0.119733,0.00239467,0,0,NA,NA,NA,NA,NA,NA,NA,"B0-D100-E0-F1-I2-cos",8,"B0","D100","E0","F1","I2","cos",0.00329539,"#V3.24O",0.433333333333333,FALSE,"B0-D100-E0-F1-I2-cos-8",0.0921639159260827,0.094899090167229,0.0942154061604076,-0.0915552486447294,NA,0,0.056615,0.00279545454545454,-0.02497,0.39884,-0.019687,0,0,0,0,0,NA,NA,NA,NA,0,0.00482352941176467,0,0,NA,NA,NA,NA,NA,Inf,NA,-0.0840728346456693,0,-0.156005882352941,0,0,0,-0.103765550239234,0,-0.299915384615385,0,0,0,0
"54",54,1417800000,164206000,4084470000,0.391446136218408,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,120098000,762.77,1.72163e-06,0,-41.8454,NA,NA,287.988,515.616,NA,NA,NA,NA,NA,0.760995,0,0,0,0,0,1507390000,178780000,4353650000,0.363802786167928,0,0.2,19.5893,129.102,0.211554,0.111917,0.119674,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7679,0.65,0.4,0,0,0,0,0,0.0228266,0,50.806,-3,5.06058,15,-999,-999,41.7743,-4,5.25369,14,-99,99,120098000,280.561,9.58588e-13,0,-110.637,NA,NA,137.968,321.954,NA,NA,NA,NA,NA,-68.8222,0,0.0954935,0.00190987,0,0,NA,NA,NA,NA,NA,NA,NA,"B0-D100-E0-F1-I2-cos",9,"B0","D100","E0","F1","I2","cos",0.0022363,"#V3.24O",0.4,FALSE,"B0-D100-E0-F1-I2-cos-9",0.063189448441247,0.0887543695114673,0.0659032873298127,-0.0706185283051469,NA,0,-0.0205349999999999,-0.0219545454545454,0.0577699999999999,0.11917,0.19674,0,0,0,0,0,NA,NA,NA,NA,0,0.00363101604278084,0,0,NA,NA,NA,NA,NA,Inf,NA,0.000118110236220477,0,-0.00772941176470584,0,0,0,-0.000614832535885179,0,0.0103249999999999,0,0,0,0
"55",55,1417800000,164206000,4084470000,0.386845784153146,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,118786000,760.373,1.30395e-06,0,-41.8454,NA,NA,287.33,513.888,NA,NA,NA,NA,NA,0.750721,0,0,0,0,0,1512880000,181064000,4381200000,0.352885054323017,0,0.2,19.6612,128.394,0.209337,0.17279,0.1038,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7981,0.65,0.4,0,0,0,0,0,0.0148461,0,45.8625,-3,4.21434,15,-999,-999,42.3254,-4,5.24469,14,-99,99,118786000,304.797,9.20802e-13,0,-114.704,NA,NA,145.348,343.715,NA,NA,NA,NA,NA,-69.6684,0,0.10479,0.00209579,0,0,NA,NA,NA,NA,NA,NA,NA,"B0-D100-E0-F1-I2-cos",10,"B0","D100","E0","F1","I2","cos",0.0175884,"#V3.24O",0.483333333333333,FALSE,"B0-D100-E0-F1-I2-cos-10",0.0670616448018056,0.102663727269406,0.0726483485005398,-0.0877888068613009,NA,0,-0.01694,-0.0273181818181818,0.0466849999999999,0.7279,0.038,0,0,0,0,0,NA,NA,NA,NA,0,0.00524598930481296,0,0,NA,NA,NA,NA,NA,Inf,NA,-0.0971948818897638,0,-0.173658823529412,0,0,0,0.0125693779904307,0,0.00859423076923079,0,0,0,0
