"","X","SpawnBio_om","Recruit_0_om","F_om","SpawnBio_em","Recruit_0_em","F_em","scenario","replicate","B","D","F","I","species","year","ID","SpawnBio_re","Recruit_0_re","F_re"
"1",1,4084110000,117617000,0,4510520000,129540000,0,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",1,"B1-D102-F1-I0-cos-1",0.10440708012272,0.1013714003928,NA
"2",2,4084110000,137851000,0,4510520000,129081000,0,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",2,"B1-D102-F1-I0-cos-1",0.10440708012272,-0.0636194151656499,NA
"3",3,4079680000,139463000,0,4509480000,128608000,0,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",3,"B1-D102-F1-I0-cos-1",0.105351400109813,-0.0778342642851509,NA
"4",4,4070370000,130254000,0,4505850000,128112000,0,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",4,"B1-D102-F1-I0-cos-1",0.106987816832376,-0.0164447924823806,NA
"5",5,4067420000,139987000,0,4499560000,127593000,0,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",5,"B1-D102-F1-I0-cos-1",0.106244253113767,-0.0885367927021795,NA
"6",6,4068680000,128697000,0,4490750000,127049000,0,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",6,"B1-D102-F1-I0-cos-1",0.103736346923326,-0.0128052712961452,NA
"7",7,4072600000,146890000,0,4479790000,126478000,0,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",7,"B1-D102-F1-I0-cos-1",0.0999828119628738,-0.138961127374226,NA
"8",8,4079710000,135829000,0,4467110000,125881000,0,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",8,"B1-D102-F1-I0-cos-1",0.0949577298386405,-0.0732391462795132,NA
"9",9,4088830000,128132000,0,4453080000,125255000,0,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",9,"B1-D102-F1-I0-cos-1",0.0890841634403974,-0.0224534074235944,NA
"10",10,4104620000,124660000,0,4437960000,124600000,0,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",10,"B1-D102-F1-I0-cos-1",0.081210928173619,-0.000481309160917696,NA
"11",11,4117820000,121200000,0,4421960000,123911000,0,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",11,"B1-D102-F1-I0-cos-1",0.0738594693308595,0.0223679867986799,NA
"12",12,4123180000,138403000,0,4405190000,123186000,0,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",12,"B1-D102-F1-I0-cos-1",0.0683962378552476,-0.109947038720259,NA
"13",13,4118050000,143761000,0,4387720000,122422000,0,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",13,"B1-D102-F1-I0-cos-1",0.0654848775512682,-0.14843385897427,NA
"14",14,4107330000,129825000,0,4369570000,121613000,0,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",14,"B1-D102-F1-I0-cos-1",0.063846829935749,-0.0632543808973618,NA
"15",15,4102870000,135239000,0,4350710000,120755000,0,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",15,"B1-D102-F1-I0-cos-1",0.0604064959406464,-0.107099283490709,NA
"16",16,4103820000,133672000,0,4331110000,119844000,0,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",16,"B1-D102-F1-I0-cos-1",0.0553849827721489,-0.103447244000239,NA
"17",17,4105180000,122527000,0,4310700000,118876000,0,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",17,"B1-D102-F1-I0-cos-1",0.0500635782109432,-0.0297975140173186,NA
"18",18,4108590000,145389000,0,4289420000,117845000,0,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",18,"B1-D102-F1-I0-cos-1",0.0440126661458067,-0.189450371073465,NA
"19",19,4108830000,111523000,0,4267160000,116750000,0,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",19,"B1-D102-F1-I0-cos-1",0.0385340839119652,0.0468692556692341,NA
"20",20,4107400000,123457000,0,4243850000,115589000,0,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",20,"B1-D102-F1-I0-cos-1",0.033220528801675,-0.0637306916578242,NA
"21",21,4105280000,133167000,0,4219360000,114364000,0,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",21,"B1-D102-F1-I0-cos-1",0.0277886039441889,-0.141198645310024,NA
"22",22,4089900000,132040000,0,4193580000,113080000,0,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",22,"B1-D102-F1-I0-cos-1",0.0253502530624221,-0.143592850651318,NA
"23",23,4072130000,137380000,0,4166410000,111747000,0,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",23,"B1-D102-F1-I0-cos-1",0.0231525024986923,-0.18658465569952,NA
"24",24,4057430000,135258000,0,4137740000,110377000,0,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",24,"B1-D102-F1-I0-cos-1",0.0197933174447865,-0.183952150704579,NA
"25",25,4048110000,125589000,0,4107480000,108984000,0,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",25,"B1-D102-F1-I0-cos-1",0.014666103440865,-0.132216993526503,NA
"26",26,4046430000,128123000,0,4075570000,107591000,0,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",26,"B1-D102-F1-I0-cos-1",0.0072014096376312,-0.160252257596216,NA
"27",27,4047420000,135824000,0.005,4041990000,106417000,0.00502802,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",27,"B1-D102-F1-I0-cos-1",-0.00134159538669078,-0.216508128165862,0.00560400000000003
"28",28,4026120000,133992000,0.01,3986880000,105114000,0.0101428,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",28,"B1-D102-F1-I0-cos-1",-0.00974635629340407,-0.215520329571915,0.01428
"29",29,3986440000,123089000,0.014,3911520000,103711000,0.0143425,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",29,"B1-D102-F1-I0-cos-1",-0.0187937106792025,-0.157430802102544,0.0244642857142856
"30",30,3936600000,131336000,0.019,3821740000,102218000,0.0196841,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",30,"B1-D102-F1-I0-cos-1",-0.0291774627851445,-0.221706158250594,0.0360052631578947
"31",31,3.87e+09,127469000,0.024,3715720000,100634000,0.0251312,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",31,"B1-D102-F1-I0-cos-1",-0.0398656330749354,-0.210521773921502,0.0471333333333333
"32",32,3786410000,141027000,0.029,3596010000,99002100,0.0307155,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",32,"B1-D102-F1-I0-cos-1",-0.0502850985498137,-0.297991873896488,0.059155172413793
"33",33,3691500000,134142000,0.034,3465120000,97331800,0.0364457,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",33,"B1-D102-F1-I0-cos-1",-0.0613246647704185,-0.274412190067242,0.0719323529411763
"34",34,3590280000,126471000,0.039,3325510000,95746800,0.0424451,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",34,"B1-D102-F1-I0-cos-1",-0.0737463373330214,-0.242934743933392,0.0883358974358974
"35",35,3489560000,118726000,0.043,3179150000,94410200,0.04763,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",35,"B1-D102-F1-I0-cos-1",-0.0889539082291177,-0.204806023954315,0.107674418604651
"36",36,3388040000,146184000,0.048,3031230000,87013500,0.0541527,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",36,"B1-D102-F1-I0-cos-1",-0.105314577159656,-0.404767279592842,0.12818125
"37",37,3277610000,123911000,0.053,2880130000,83100300,0.0608566,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",37,"B1-D102-F1-I0-cos-1",-0.121271292191566,-0.329354940239365,0.148237735849057
"38",38,3165190000,128735000,0.058,2725770000,146914000,0.0682206,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",38,"B1-D102-F1-I0-cos-1",-0.138828948657111,0.141212568454577,0.17621724137931
"39",39,3058390000,131672000,0.063,2565480000,114271000,0.0761279,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",39,"B1-D102-F1-I0-cos-1",-0.16116649609762,-0.132154140591773,0.208379365079365
"40",40,2948660000,123539000,0.067,2424200000,93503300,0.0817778,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",40,"B1-D102-F1-I0-cos-1",-0.177863843237267,-0.243127271549875,0.220564179104478
"41",41,2843980000,117896000,0.072,2325060000,92981500,0.0881342,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",41,"B1-D102-F1-I0-cos-1",-0.182462605222259,-0.211326084006243,0.224086111111111
"42",42,2740590000,131956000,0.077,2235610000,88593100,0.0945228,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",42,"B1-D102-F1-I0-cos-1",-0.184259593737115,-0.328616356967474,0.227568831168831
"43",43,2634070000,128653000,0.082,2141520000,98815200,0.101109,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",43,"B1-D102-F1-I0-cos-1",-0.186991993379067,-0.231924634481901,0.233036585365854
"44",44,2528320000,124551000,0.087,2039370000,110749000,0.10861,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",44,"B1-D102-F1-I0-cos-1",-0.193389286166308,-0.110814044046214,0.248390804597701
"45",45,2430390000,117050000,0.092,1931900000,87680600,0.116668,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",45,"B1-D102-F1-I0-cos-1",-0.20510699928818,-0.250913284920974,0.268130434782609
"46",46,2337430000,108236000,0.096,1831530000,90878400,0.123183,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",46,"B1-D102-F1-I0-cos-1",-0.216434288941273,-0.16036808455597,0.28315625
"47",47,2247920000,115054000,0.101,1739380000,100239000,0.131474,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",47,"B1-D102-F1-I0-cos-1",-0.226226911989751,-0.128765623098719,0.301722772277228
"48",48,2154300000,125388000,0.106,1643580000,103266000,0.139804,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",48,"B1-D102-F1-I0-cos-1",-0.237070045954602,-0.176428366350847,0.318905660377359
"49",49,2057410000,126597000,0.111,1551730000,108086000,0.147789,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",49,"B1-D102-F1-I0-cos-1",-0.245784748786095,-0.146219894626255,0.331432432432432
"50",50,1966660000,112580000,0.116,1470570000,92450900,0.155676,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",50,"B1-D102-F1-I0-cos-1",-0.252250007627145,-0.178798187955232,0.342034482758621
"51",51,1887930000,121314000,0.121,1402220000,114175000,0.163269,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",51,"B1-D102-F1-I0-cos-1",-0.257271191198826,-0.0588472888537184,0.349330578512397
"52",52,1816270000,113501000,0.125,1340620000,109068000,0.169844,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",52,"B1-D102-F1-I0-cos-1",-0.261882869837634,-0.0390569246085938,0.358752
"53",53,1749090000,103965000,0.13,1286210000,90583400,0.176524,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",53,"B1-D102-F1-I0-cos-1",-0.264640470187355,-0.128712547491944,0.357876923076923
"54",54,1685980000,112614000,0.135,1244360000,95698000,0.182095,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",54,"B1-D102-F1-I0-cos-1",-0.26193667777791,-0.150212229385334,0.348851851851852
"55",55,1620200000,110815000,0.14,1203070000,98526900,0.188064,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",55,"B1-D102-F1-I0-cos-1",-0.257455869645723,-0.110888417632992,0.343314285714286
"56",56,1552510000,113614000,0.145,1155790000,100479000,0.194653,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",56,"B1-D102-F1-I0-cos-1",-0.255534585928593,-0.115610752196032,0.342434482758621
"57",57,1488560000,100475000,0.149,1107900000,92818100,0.200105,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",57,"B1-D102-F1-I0-cos-1",-0.255723652388886,-0.0762070166708136,0.342986577181208
"58",58,1430640000,106368000,0.154,1064210000,95777400,0.206982,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",58,"B1-D102-F1-I0-cos-1",-0.256130123581055,-0.0995656588447653,0.344038961038961
"59",59,1374850000,101290000,0.159,1021760000,88474800,0.213833,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",59,"B1-D102-F1-I0-cos-1",-0.256820744081173,-0.126519893375457,0.344861635220126
"60",60,1318210000,100469000,0.164,979294000,94947300,0.220682,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",60,"B1-D102-F1-I0-cos-1",-0.257103192966219,-0.0549592411589645,0.345621951219512
"61",61,1263690000,97688000,0.169,936722000,87472200,0.228306,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",61,"B1-D102-F1-I0-cos-1",-0.25874067215852,-0.104575792318401,0.350923076923077
"62",62,1209900000,98597800,0.174,894240000,95792300,0.235324,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",62,"B1-D102-F1-I0-cos-1",-0.260897594842549,-0.0284539817318439,0.352436781609196
"63",63,1157460000,95147900,0.178,853898000,94682300,0.241377,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",63,"B1-D102-F1-I0-cos-1",-0.262265650648835,-0.00489343432697937,0.356050561797753
"64",64,1108080000,96866500,0.183,817232000,78348500,0.24737,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",64,"B1-D102-F1-I0-cos-1",-0.26247924337593,-0.19117032204116,0.351748633879782
"65",65,1061180000,88808300,0.188,787415000,76629100,0.251949,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",65,"B1-D102-F1-I0-cos-1",-0.257981680770463,-0.137140334856089,0.340154255319149
"66",66,1016780000,97600600,0.188,757390000,92316000,0.252723,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",66,"B1-D102-F1-I0-cos-1",-0.255109266507996,-0.054145158943695,0.344271276595745
"67",67,978750000,89396200,0.185,724161000,82488200,0.250889,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",67,"B1-D102-F1-I0-cos-1",-0.260116475095785,-0.0772739780885541,0.356156756756757
"68",68,949266000,88691100,0.181,698361000,76565500,0.245679,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",68,"B1-D102-F1-I0-cos-1",-0.264314744233966,-0.136717212888328,0.357342541436464
"69",69,929971000,96508000,0.178,684691000,85492200,0.241171,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",69,"B1-D102-F1-I0-cos-1",-0.263750159951224,-0.114143905168483,0.354893258426966
"70",70,914827000,89992000,0.175,674160000,83920100,0.237319,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",70,"B1-D102-F1-I0-cos-1",-0.263073783349202,-0.0674715530269357,0.356108571428572
"71",71,906081000,92427900,0.171,667640000,79572100,0.231586,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",71,"B1-D102-F1-I0-cos-1",-0.263156384473353,-0.139090036666418,0.354304093567251
"72",72,904836000,92484700,0.168,668971000,77912000,0.226233,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",72,"B1-D102-F1-I0-cos-1",-0.260671547109089,-0.157568765428228,0.346625
"73",73,906654000,88771900,0.165,673782000,84053100,0.22147,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",73,"B1-D102-F1-I0-cos-1",-0.256847705960598,-0.0531564605466369,0.342242424242424
"74",74,912130000,85178400,0.161,678750000,69888900,0.216176,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",74,"B1-D102-F1-I0-cos-1",-0.255862651157182,-0.179499732326505,0.342708074534162
"75",75,920109000,97789200,0.158,686254000,82696900,0.210939,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",75,"B1-D102-F1-I0-cos-1",-0.254160104944088,-0.154335039043166,0.335056962025316
"76",76,926777000,94434500,0.154,693475000,85044400,0.205719,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",76,"B1-D102-F1-I0-cos-1",-0.251734775463785,-0.0994350581620065,0.335837662337662
"77",77,936118000,100566000,0.151,699987000,76167800,0.201794,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",77,"B1-D102-F1-I0-cos-1",-0.252244909295623,-0.242608833999562,0.336384105960265
"78",78,951359000,92928400,0.148,712264000,86135700,0.197133,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",78,"B1-D102-F1-I0-cos-1",-0.251319428312551,-0.0730960610534562,0.33197972972973
"79",79,971065000,89358800,0.144,726781000,70368000,0.19283,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",79,"B1-D102-F1-I0-cos-1",-0.251562974672138,-0.212522997175432,0.339097222222222
"80",80,994930000,98329200,0.141,742509000,78568400,0.188567,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",80,"B1-D102-F1-I0-cos-1",-0.253707295990673,-0.200965735508882,0.337354609929078
"81",81,1015970000,104008000,0.138,757422000,88042900,0.185505,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",81,"B1-D102-F1-I0-cos-1",-0.254483892240913,-0.153498769325437,0.344239130434782
"82",82,1035780000,95635300,0.134,767123000,83419100,0.18147,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",82,"B1-D102-F1-I0-cos-1",-0.259376508524976,-0.127737352211997,0.354253731343283
"83",83,1061090000,96674200,0.131,781226000,82944100,0.178042,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",83,"B1-D102-F1-I0-cos-1",-0.263751425421029,-0.142024449129137,0.359099236641221
"84",84,1089230000,96145200,0.128,800546000,81772700,0.173888,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",84,"B1-D102-F1-I0-cos-1",-0.265034932934275,-0.149487441910777,0.3585
"85",85,1115690000,98458600,0.124,821637000,76746200,0.1679,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",85,"B1-D102-F1-I0-cos-1",-0.263561562799702,-0.220523143737571,0.354032258064516
"86",86,1141910000,104522000,0.121,844404000,92498300,0.163147,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",86,"B1-D102-F1-I0-cos-1",-0.260533667276756,-0.115035112225177,0.348322314049587
"87",87,1167210000,102056000,0.118,864969000,78915300,0.159168,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",87,"B1-D102-F1-I0-cos-1",-0.258943120775182,-0.226745120326095,0.348881355932203
"88",88,1194560000,103958000,0.114,886842000,85221900,0.152989,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",88,"B1-D102-F1-I0-cos-1",-0.257599450843825,-0.180227591912118,0.342008771929825
"89",89,1226400000,98576100,0.111,913574000,82405300,0.14891,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",89,"B1-D102-F1-I0-cos-1",-0.255076647097195,-0.164043819952301,0.341531531531531
"90",90,1259830000,103320000,0.108,938557000,75658300,0.144841,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",90,"B1-D102-F1-I0-cos-1",-0.255012977941468,-0.26772841656988,0.34112037037037
"91",91,1293140000,99483800,0.104,963873000,85056600,0.139363,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",91,"B1-D102-F1-I0-cos-1",-0.254625949239835,-0.145020596318195,0.340028846153846
"92",92,1326120000,106280000,0.101,986876000,92217600,0.136016,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",92,"B1-D102-F1-I0-cos-1",-0.255816969806654,-0.132314640572074,0.346693069306931
"93",93,1358470000,98207500,0.097,1007070000,68767500,0.130748,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",93,"B1-D102-F1-I0-cos-1",-0.258673360471707,-0.299773438892142,0.347917525773196
"94",94,1391800000,111559000,0.094,1034120000,87196800,0.126085,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",94,"B1-D102-F1-I0-cos-1",-0.25699094697514,-0.218379512186377,0.341329787234043
"95",95,1425420000,105313000,0.091,1060990000,82095800,0.12241,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",95,"B1-D102-F1-I0-cos-1",-0.255664996983345,-0.220459012657507,0.345164835164835
"96",96,1459540000,108185000,0.087,1082940000,93547400,0.11735,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",96,"B1-D102-F1-I0-cos-1",-0.258026501500473,-0.135301566760642,0.348850574712644
"97",97,1499600000,116137000,0.084,1109230000,93725700,0.113643,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",97,"B1-D102-F1-I0-cos-1",-0.260316084289144,-0.192972954355632,0.352892857142857
"98",98,1540770000,117801000,0.081,1139660000,96386700,0.109179,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",98,"B1-D102-F1-I0-cos-1",-0.260330873524277,-0.181783686046808,0.347888888888889
"99",99,1586150000,110604000,0.077,1179540000,81481700,0.103108,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",99,"B1-D102-F1-I0-cos-1",-0.256350282129685,-0.263302412209323,0.339064935064935
"100",100,1639800000,109598000,0.074,1229180000,95740300,0.0982297,"B1-D102-F1-I0-cos",1,"B1","D102","F1","I0","cos",100,"B1-D102-F1-I0-cos-1",-0.250408586412977,-0.126441175933867,0.327428378378378
"101",101,4084110000,117617000,0,4565710000,93918000,0,"B2-D102-F1-I0-cos",1,"B2","D102","F1","I0","cos",1,"B2-D102-F1-I0-cos-1",0.117920428196106,-0.201492981456762,NA
"102",102,4084110000,137851000,0,4565710000,88162300,0,"B2-D102-F1-I0-cos",1,"B2","D102","F1","I0","cos",2,"B2-D102-F1-I0-cos-1",0.117920428196106,-0.360452227404952,NA
"103",103,4079680000,139463000,0,4549330000,143085000,0,"B2-D102-F1-I0-cos",1,"B2","D102","F1","I0","cos",3,"B2-D102-F1-I0-cos-1",0.115119323084163,0.0259710460839076,NA
"104",104,4070370000,130254000,0,4505730000,118286000,0,"B2-D102-F1-I0-cos",1,"B2","D102","F1","I0","cos",4,"B2-D102-F1-I0-cos-1",0.106958335483015,-0.0918820151396502,NA
"105",105,4067420000,139987000,0,4491380000,79161200,0,"B2-D102-F1-I0-cos",1,"B2","D102","F1","I0","cos",5,"B2-D102-F1-I0-cos-1",0.104233150252494,-0.4345103473894,NA
"106",106,4068680000,128697000,0,4505270000,100048000,0,"B2-D102-F1-I0-cos",1,"B2","D102","F1","I0","cos",6,"B2-D102-F1-I0-cos-1",0.107305071915216,-0.222608141603922,NA
"107",107,4072600000,146890000,0,4473330000,73779700,0,"B2-D102-F1-I0-cos",1,"B2","D102","F1","I0","cos",7,"B2-D102-F1-I0-cos-1",0.0983966016795168,-0.497721424194976,NA
"108",108,4079710000,135829000,0,4428100000,106198000,0,"B2-D102-F1-I0-cos",1,"B2","D102","F1","I0","cos",8,"B2-D102-F1-I0-cos-1",0.0853957756801341,-0.218149290652217,NA
"109",109,4088830000,128132000,0,4377910000,72261800,0,"B2-D102-F1-I0-cos",1,"B2","D102","F1","I0","cos",9,"B2-D102-F1-I0-cos-1",0.0706999312761841,-0.436036275091312,NA
"110",110,4104620000,124660000,0,4313680000,121378000,0,"B2-D102-F1-I0-cos",1,"B2","D102","F1","I0","cos",10,"B2-D102-F1-I0-cos-1",0.0509328512749049,-0.026327611102198,NA
"111",111,4117820000,121200000,0,4238420000,124771000,0,"B2-D102-F1-I0-cos",1,"B2","D102","F1","I0","cos",11,"B2-D102-F1-I0-cos-1",0.0292873413602343,0.029463696369637,NA
"112",112,4123180000,138403000,0,4171310000,68935600,0,"B2-D102-F1-I0-cos",1,"B2","D102","F1","I0","cos",12,"B2-D102-F1-I0-cos-1",0.0116730290697956,-0.501921201130033,NA
"113",113,4118050000,143761000,0,4159160000,373151000,0,"B2-D102-F1-I0-cos",1,"B2","D102","F1","I0","cos",13,"B2-D102-F1-I0-cos-1",0.00998288024671871,1.59563442101822,NA
"114",114,4107330000,129825000,0,4121330000,92850400,0,"B2-D102-F1-I0-cos",1,"B2","D102","F1","I0","cos",14,"B2-D102-F1-I0-cos-1",0.00340854034129228,-0.284803389177739,NA
"115",115,4102870000,135239000,0,4294090000,233902000,0,"B2-D102-F1-I0-cos",1,"B2","D102","F1","I0","cos",15,"B2-D102-F1-I0-cos-1",0.0466063999103067,0.72954547135072,NA
"116",116,4103820000,133672000,0,4576850000,48790500,0,"B2-D102-F1-I0-cos",1,"B2","D102","F1","I0","cos",16,"B2-D102-F1-I0-cos-1",0.115265776764088,-0.634998354180382,NA
"117",117,4105180000,122527000,0,4783250000,45695800,0,"B2-D102-F1-I0-cos",1,"B2","D102","F1","I0","cos",17,"B2-D102-F1-I0-cos-1",0.165174243273133,-0.627055261289349,NA
"118",118,4108590000,145389000,0,5011900000,197562000,0,"B2-D102-F1-I0-cos",1,"B2","D102","F1","I0","cos",18,"B2-D102-F1-I0-cos-1",0.219858881027311,0.358851082268947,NA
"119",119,4108830000,111523000,0,5059790000,104039000,0,"B2-D102-F1-I0-cos",1,"B2","D102","F1","I0","cos",19,"B2-D102-F1-I0-cos-1",0.231443014191388,-0.0671072334854694,NA
"120",120,4107400000,123457000,0,5144280000,95467000,0,"B2-D102-F1-I0-cos",1,"B2","D102","F1","I0","cos",20,"B2-D102-F1-I0-cos-1",0.252441934070215,-0.226718614578355,NA
"121",121,4105280000,133167000,0,5213220000,250680000,0,"B2-D102-F1-I0-cos",1,"B2","D102","F1","I0","cos",21,"B2-D102-F1-I0-cos-1",0.269881713305792,0.882448354322017,NA
